1_ae-12a_000020-000053	0_4d3528bc8e13d3761e75401cf28cc699
9_nh-919o6a_000020-000052	9_458836ee735a67f6ade184acc2e109ed
9_nh-95a_000020-000053	9_30a07e82d019d1f3f85a882c0a3c2d71
9_nh-97a_000043-000073	8_58ce15ea672d9de0c65e8f556d74d2b7
9_nh-9a_000019-000068	9_45b530bdcc0d00c2456b963355d5d671
9_nh-9b_000020-000076	9_45b70223a12832b471ce1e001ff575a2
9_nh-9o83a_000020-000055	9_30c9fa6c96cda7ec6d0a443b90caa003
9_nh-o2978a_000075-000113	8_5e2a5c86d25679b8e6b47996a023f257
9_nh-o4964a_000074-000104	9_31586922cecc14e90c84fc8a53536987
9_nh-z9a_000050-000101	9_4600357d306c1bb77e5dc7b26c616a9c
9_nr-22446z9a_000244-000287	9_315f97aeb74a00384fbb55c98311422a
9_nr-289o9o4a_000140-000175	9_316ead7836d09249aac8d42cb9463442
9_nr-2zz97a_000110-000143	9_32aee28ba7319b5622226d281b2bca73
9_nr-39a_000046-000091	9_32ccdd82a1ab535b8bb7c2a1726a8ce7
9_nr-69592a_000056-000089	9_332f7dda949b074e54ea884151efc029
9_nr-69592a_000130-000170	9_33a59fdc2630ec0b27b48dbeace90811
9_nr-7889491a_000136-000167	9_33ae8ea2703fa4071e7c0244eb8e8c4c
9_nr-7889491a_000200-000232	9_350d2cdb0dc459e49ff195ffc50cd8c7
9_nr-7o9a_000107-000156	9_3640c91262214ce977f5fb44bca2cce3
9_nr-8643849a_000202-000247	9_36808992945bcad4eab6e28ce7c5599c
9_nr-8z59a_000122-000170	9_36d12fe796c2305b67deb3ef64b659ca
9_nr-92566a_000019-000053	9_36d90d22d7c6b161c8af5f7830a6cf3a
9_nr-958o472a_000020-000052	9_36e5b9f37a3dfefef9851586dbb345cd
9_nr-9627a_000054-000085	9_376c5cefe1a9123b3a01f6565c34560e
9_nr-985z3a_000020-000049	9_37973722cc866b2633ae1426b4305b96
9_nr-9965a_000020-000052	9_384581a4511d489650a1fee3d8eca8b3
9_nr-9965a_000051-000080	9_388257a8c6fbcff9ece0a0663117abe4
9_nr-9b_000037-000081	9_3890f26a194a22da301eccf2eedeccf9
9_nr-o1o29a_000112-000162	9_460b6442d62f8487e4d34488d5b9448a
9_nw-2oo19o9a_000185-000223	9_389fc1f4b5c158e38990063572f1865c
9_nw-2oo19o9a_000250-000291	9_38a955befe501b553874d6f70ebae867
9_nw-329725oa_000086-000131	9_463f2b32090a8dbe63b5c7dae57b8e3c
9_nw-5934634a_000055-000093	9_3957f2b34e14cdcfde76441f923ba0f9
9_nw-893o156a_000047-000090	9_467336cef1887de6adc317d03f13a888
9_nw-9oo3a_000020-000057	9_396690142a2512da6e71ae4e3497cde9
9_nw-o499a_000121-000160	1_9460a956313a5e1eef6369717ef22282
9_pb-1o593a_000144-000179	8_5e4ec8d884058c6884602bf96ea8676a
9_pb-269572oa_000098-000144	8_5fad23e70b7e4ebb5f24727c5353db01
9_pb-53z8z97a_000254-000291	9_469db8aa548247c1b125ce946951ca1f
9_pb-5822894a_000206-000245	8_5fb4f74d6a7c3cd5099fe707180b3419
9_pb-7419o89a_000296-000339	8_62a27618e08c15896354a5cbbe85ffb8
9_pb-8399a_000118-000153	9_46c7386147eeaddbb2e50928c6502e6f
9_pb-8399a_000153-000198	8_64c812dbf74932ab19b5235a7559b451
9_pb-915a_000019-000054	9_46f13a152553d0e78ca0e02d444ae9b8
9_pb-9214a_000020-000067	9_46fdc2127bbb939b1a95b2c41942b725
9_pb-929a_000035-000074	9_471e1beae1c511762e3e0d8700ecec38
9_pb-929a_000090-000136	8_67a76408a9c8fd879cac7a3c12e15f34
9_pb-9b_000028-000079	9_39751d2ebce8cbb58a8ed3256ef12c09
9_pb-9z567a_000020-000053	9_475bc59a42e70a22904ca1a6a934b3cc
9_pb-o29oa_000078-000122	8_693c7b456ce227d1d0c0291b76f84e9c
9_pd-29o7a_000059-000104	9_39840027db00d20c5ae4fa4ec379a591
9_pd-39a_000061-000111	9_3a24cf17b9dfbdb1214762a374feb722
9_pd-7996oa_000102-000140	9_475d729c2136c222ec9f950d81a217ca
9_pd-91a_000020-000056	9_476616bb86369fafa00aa11c1fcd1415
9_pd-9523916a_000019-000058	9_3a343f5e5cb1e61301e042ecf49cc3f8
9_pd-9523916a_000186-000223	9_47b2df44de0f1136497a47846b4aa99b
9_pd-9884275a_000020-000057	9_3a69a90dd94a00d0fde83a7870e13cc1
9_pd-9989252a_000020-000049	9_47effb6998d30e63c412f8d91d5e5691
9_pd-9a_000019-000072	9_3a9962edc9ce26dbed10e8d0bb1ca68d
9_pd-9z76226a_000020-000057	9_4810ad85e65d6ebe85bd28fd8aa6b9cb
9_pd-o29748oa_000057-000109	9_3abb4343fc33122ada1ed1bae7b401fb
9_pd-o354595a_000181-000218	9_3b58973fe82b6f03ac4d5700d9a64016
9_pd-oo9ooa_000098-000147	9_3de39a04cea61dd6ded6e406126fe6b4
9_pd-z592a_000119-000160	9_3eb6ff6a2ed3fa92af91dc0b85229083
9_pe-129ooa_000059-000095	0_050ceb2b41457985332de41416ca64ed
9_pe-194a_000041-000071	0_00f35c9cb73330f168c575604d62c806
9_pe-2615z59a_000231-000277	8_a43e998a89c1a25ea2f6bcea4f80bf4d
9_pe-3o259a_000114-000163	1_12671aa17b7418a05d4576e067559b7c
9_pe-3zz9z69a_000155-000188	9_48268f53655d5b374d0e258b0dc8a6a9
9_pe-3zz9z69a_000246-000290	8_a482d1a03bda4b76a332da68e78804c0
9_pe-47139a_000132-000180	8_a494472e07e35f03ea7f05072810d567
9_pe-5z492a_000131-000166	9_483ba67552fb44a11c0167acf02b937a
9_pe-6139a_000088-000135	8_a4ba26f95add69bca22d1c2b2d68a203
9_pe-898a_000039-000067	0_055e6b503bd565124a811bf74367561d
9_pe-9146a_000019-000045	9_486d5be92aef7c29f0587db29f223ea0
9_pe-9497a_000020-000049	1_94824a8264541fc3c9f27e1c575e7547
9_pe-9497a_000068-000096	0_23e4f9e1c3bc5b5df05bf7f542ea6754
9_pe-9567a_000019-000055	9_3f20e64ae9f2867f062692b6857be62c
9_pe-99647a_000019-000051	8_6b18f452a9e1d37918c9d59e54d474b0
9_pe-99647a_000050-000079	0_0110f654f7daa800843d10cad78605ea
9_pe-99a_000019-000052	9_486f52ffa5080428ebd5fcbef70934e3
9_pe-99a_000051-000096	1_136990009ab5ce24760fb87ded1da3ab
9_pe-9a_000020-000074	8_6ce80134d45a33988ab1d32486412733
9_pe-9b_000019-000080	1_136ca840103066a0ee5fd0f6dd3904de
9_pe-o6793a_000100-000130	0_249f30321505c9617a1575ae603dcea5
9_pe-z9a_000050-000098	1_13fe3e453bc62bef065c8227484ad0e0
9_pk-219z7a_000090-000129	9_48a92db60cb77884e769ff76f5c75c26
9_pk-59512a_000055-000091	9_48d0a3e198353c3e90628e4325e68594
9_pk-6926a_000108-000144	9_3f7d3311c2022a0fe2bdaa3f3a27fb98
9_pk-87497a_000138-000181	8_6f40a22363f352651ec6875344daeb2c
9_pk-885o9a_000170-000226	8_6fae15197bdb6c61eb4bc7573e84436e
9_pk-93969a_000093-000140	8_742dfc64b53b78f16baa2e85be20854e
9_pk-93969a_000181-000232	9_40bc794299ad14cd49fdbe6ef078ecf2
9_pk-9ooa_000020-000076	8_7667e99a1cfc8d4abb0cfb7e4e3d67c1
9_pk-o2942a_000095-000138	8_774427eede1db7cadeeecc825cbf9243
9_pk-o398o44a_000107-000155	8_7f38a4fce9f435241048990aa50b43e8
9_pk-o724913a_000174-000220	8_840c99aa04ca27855355b42173d74dee
9_pk-o9a_000075-000138	8_873cff0bf63e046b53fedbb81a0aa338
9_pk-z295632a_000142-000192	8_882ffcb14f529312e271b9e063e285a3
9_pm-15559a_000144-000188	8_8bb08718b9b97a9d5ae5b3eda6f275d3
9_pm-1o59458a_000106-000137	9_4934dbe97f9a3cef9e43c372281e7eec
9_pm-29278o7a_000038-000066	1_c193d18a60e8fe7ccb0ec1b279611365
9_pm-2963o96a_000040-000072	8_8bc4f09902f9e51292d907a3b045e68f
9_pm-2963o96a_000160-000193	8_8bffdf507f9241464999295bcea76c96
9_pm-39o56o8a_000038-000075	8_8c305e9d4afd69e72045d702d4806974
9_pm-426699za_000129-000156	9_494ea4b3e48ae1806053db8c3a3d341c
9_pm-426699za_000155-000183	9_49545b8d4356ab178097fff24f323b6e
9_pm-64957a_000066-000097	9_40fdd24c9db9ae47944e9b777ce0b777
9_pm-69123a_000051-000079	9_4959150c839033f6b02a9c796b3e4e18
9_pm-71383z9a_000180-000225	8_8cd880fd03f0d831441101837a072d9c
9_pm-779a_000091-000132	9_4989a993076c20303b162ab1a99e0ff6
9_pm-89a_000045-000089	9_49aa2e562ebcf024db1b92336baf4a22
9_pm-95a_000018-000056	9_42a92408c6e1e3e80ef347d3323aa498
9_pm-979a_000017-000047	9_49b95a6030e62993593b8ca099549289
9_pm-979a_000081-000124	9_49cd154982bcbe7f0d5091eac392684d
9_pm-986a_000020-000052	8_8eec6f390c403f3b62fe2547b4595944
9_pm-99a_000013-000047	9_49cf842a5a2a8d549738ea8b29badde1
9_pm-99a_000046-000089	9_4a41cf7773c4a90ed3208fdefdf95722
9_pm-9a_000015-000058	8_916fae3f3fa6ddac35ef7284250046b5
9_pm-9b_000015-000057	9_4a51d793c6bf4c043f22dfe217095bdb
9_pm-9za_000019-000055	9_4acafcc6c3583a0feb602f6007cc2ea2
9_pm-ooo9a_000092-000144	8_92b061992e3f73b77ddac80b067c9657
9_pm-z39a_000080-000125	9_4ad9e2da57e8667a7d987feced325320
9_pp-1317963a_000189-000222	9_4adc89ad0504506cfe4bf269890141d2
9_pp-13349z8a_000178-000215	9_4affb3934ea9bc6b76f58200f8b89021
9_pp-2619a_000114-000168	9_4b03e009c87ac90a0598aeb80266abde
9_pp-382989oa_000168-000221	9_4b5a28d32d2675ab2a228f767892ee21
9_pp-382989oa_000250-000291	8_94d62ca797d6fa563572b0d41ea42c27
9_pp-3952a_000040-000076	9_43b2478f5204685747f41864e3ca742a
9_pp-5294457a_000078-000130	9_43ba00b2bd83119ee061a231564c6963
9_pp-56z94a_000123-000161	9_440dffd22cb7a734be321c757af26398
9_pp-59112a_000054-000095	9_4b6b3743afdd47be17220b9701bd77de
9_pp-659a_000108-000161	1_949730acb34acc40c09d02bd619e5a1c
9_pp-7396a_000087-000123	9_4bc4bb2d7652a945fa9814a481a8f377
9_pp-92o4oa_000021-000056	9_4be2ccde977b9a4ab0f03930e12ee70f
9_pp-97a_000042-000075	8_987ded83c15f3ff35a05612aeaad32be
9_pp-985zza_000021-000054	8_988cc33e93808d6343ef7c556abaf1d3
9_pp-99a_000020-000053	9_4beeb88b176059d24eb077c86563fc3d
9_pp-99a_000052-000105	9_4c27af89ad2bbdd69496584a07a071e8
9_pp-9a_000019-000074	9_4c67dcc717cbc9a6e42263155b8c09ed
9_pp-9b_000020-000075	8_9a9cafbc8cb1d393389b1525d90d7566
9_pp-o19o6a_000068-000109	8_9abdcaec13c8166700161022c1b19a34
9_pp-o9718a_000070-000105	8_9cf43c830ad178c127a4c1552bdc5aab
9_pp-z3699a_000133-000166	9_4c68e13c3445ad8348f11a3c2c1a66a4
9_pp-z3699a_000165-000218	9_4c83ceb4da04b51d027cef2139922132
9_ra-1z193z9a_000302-000358	9_4ce43dc7171b0635f8f8c18462b88c56
9_ra-2496a_000093-000141	9_4d32f8f46eb2289fa76927422524c99a
9_ra-31958a_000083-000120	1_94b2a0682bef413c4d36434e266f761f
9_ra-4z9a_000102-000164	8_9e2a01b788ca7de88145169c9d66f9ea
9_ra-53729a_000188-000243	1_953964b6390e013c2cb47e59bd7a4aca
9_ra-6948a_000088-000131	9_4415365f15a75b9f3d9810a14a98dbe1
9_ra-739a_000140-000197	1_9585c34dac229169dbb1f732d53542cd
9_ra-89a_000050-000113	8_a47f577aec5223861408ad6380df6e85
9_ra-9215a_000020-000058	9_4d3e6014633b6c8cccea91fbd3ad6169
9_ra-97a_000019-000059	8_a70c3c300043258a550de947b96b5b8c
9_ra-9854a_000020-000059	9_4dac8ce8e15aa9b0671e31994239cced
9_ra-99z76a_000020-000058	8_a737feb452da17f708b08f96172f0a89
9_ra-99z76a_000056-000097	9_4dad8b34f6b59f1dc0f3e6375e796de8
9_ra-9a_000044-000107	1_96194878052480e6df52357a84534ed7
9_ra-9b_000043-000104	1_963228ae898054775f6834a620693223
9_ra-9oo1a_000020-000073	8_a80cd0ceeea506179cb9951a4d910f41
9_ra-o1598a_000125-000166	8_ab2cd93e04f2b715d9d9ce9985cdde71
9_ra-o913a_000044-000095	9_4e609feac632f7e1b2fd137a449105c5
9_rd-499o9a_000075-000113	9_4e71f660de6955dd768f46543c1a3025
9_rd-499o9a_000169-000205	9_44addcb2c932b18affd1a6145215e851
9_rd-5932a_000055-000091	9_4e9104724e88054d511010641a9f32f1
9_rd-658894za_000192-000238	9_4e93f8520c549d3d59ee77f4fa81fec3
9_rd-88o9a_000110-000151	9_44e5229c400126bb5402bd2bf89f2c26
9_rd-9163oa_000020-000065	9_4edb4c2328d476da2f5054af0fe4ffbc
9_rd-9269365a_000019-000053	9_4ee42362d7380095243edd2275554b6d
9_rd-952a_000020-000052	8_b1e89cbf6a0a372eaec1ed0bfa2d05f0
9_rd-9a_000033-000076	9_44fca238c16d6c52e26c4426d751dbd5
9_rd-9b_000021-000065	9_456769881b59f9b625c9e747d8529fa6
9_rd-o49oa_000089-000128	9_4ee90c65f5c35f47113b6f6bc6dd0af4
9_rd-o669a_000128-000171	9_45d583c7a5976843b0e8b6893d4828f8
9_rd-z394a_000087-000122	8_b28ac4d05a131f1e91b8e1e2e0759dac
9_re-1397283a_000090-000145	9_4f52c0d867e4ecd71e295f012f95bd62
9_re-292oo71a_000054-000104	9_4f6f3bcccb8b2d122e77b086cbd10716
9_re-3894484a_000104-000159	9_4f77c31c7e089f4789445ab11fc7ac45
9_re-597a_000059-000098	9_4f8f8c274ac4303da367d5fe04658358
9_re-6249a_000143-000201	9_4fbc7350ae6f0442b162c1f3e3eab091
9_re-69z68a_000068-000113	9_4fd3119cf6804b7d9bb443dc7a9d44c7
9_re-71491a_000146-000188	9_4fe1fa5696cbe67cdb3bc39414f0a6f6
9_re-79a_000071-000121	1_96d592ae4ee6de646b008e2496ddc811
9_re-9394a_000026-000071	9_4ffd9e2012572c63c7cd9c75f33c9802
9_re-9394a_000109-000161	9_4fffc32bd48ed13095e082a34ffde8b4
9_re-98z5a_000027-000069	9_50109de2d8634505cece1a195b0425e4
9_re-99288a_000025-000066	9_50255a682f6b78f586b792d77e073429
9_re-99288a_000065-000110	9_509e56e7b13483ae4323fb36f3d07496
9_re-9965o3oa_000019-000061	9_50b0d5dcf53df852cd4d319f47fa3682
9_re-9965o3oa_000060-000105	9_50c002a33bb621bf8f9b1697fdf1e311
9_re-9a_000020-000081	9_512071badca54a9ba54fbeb843bef956
9_re-9b_000020-000083	9_512ba82d459b2cac35e1fcf69a64a8d7
9_re-9o8ooo9a_000022-000068	9_5134b01e58dab732bb0b314da56a986f
9_re-9o8ooo9a_000304-000358	9_51414b140e562bc9dbbbd7a5e8458657
9_re-o2569a_000197-000255	9_5176a1240dfc7bc299f37b2576630992
9_re-o9o11a_000050-000100	8_b5dca76ad15808643e40c4e05a6a6fa5
9_re-z222z95a_000301-000352	9_5178c20f6848e4b402d3634327a0978f
9_re-z3519a_000209-000264	9_51ca03070048a44882b403b030bd22ab
9_rf-2163395a_000229-000266	8_b80e757f4807fe1038de7ba50bf85163
9_rf-5997a_000068-000106	9_520d3a500a56f3b384118f3c7190af08
9_rf-5997a_000105-000141	9_46f4fc7e91b91f3f326aeec2640bc4ea
9_rf-59a_000079-000128	9_47e49bca4abc5e2865a49954f0e06cfe
9_rf-6z892z9a_000187-000226	9_4897350a8a1a8905779a35fb884259e2
9_rf-8923652a_000045-000085	8_b914bb2b15fa89d59fe6df67f0c71513
9_rf-93785o3a_000020-000055	9_48a3ab9bf87932f603db40bf51cec53e
9_rf-944o565a_000020-000055	1_98ba5e9283911a8d82914a65be9b5890
9_rf-955a_000016-000061	9_48bbdf6af39b909e73d20e85e66c411c
9_rf-96a_000020-000058	1_997b24ae162ad90ed852c32aa12fe1e5
9_rf-9a_000020-000081	9_48c9a5c68df42bd7f32b754768b374a1
9_rf-9b_000020-000077	9_4ac5af7905bdf55468adfa156bb4715a
9_rn-169a_000087-000147	9_524491a21c73b32ae3b93d0c438cf589
9_rn-19oa_000049-000086	9_5254da362567289611b931d22bd937e8
9_rn-2599za_000080-000114	9_5289a0b9abf0d7b61d44475435f178a7
9_rn-2599za_000112-000148	1_9bf2ff7a1fc1d526888a0fd792510307
9_rn-398a_000044-000078	9_4bc147cd92d46712b039a443939fabc6
9_rn-39a_000059-000124	9_52fd7aa1696f351b69a8df27657a2c6a
9_rn-4597a_000080-000114	9_530bfad3119f44551ab79aafb0c49b08
9_rn-46996a_000097-000130	9_4c83b1d346eebb45072c0abac8c55c18
9_rn-46996a_000129-000160	1_9e2c8a89c637183efcaf6ed280fbecf2
9_rn-57494a_000114-000150	9_534353fdcc97bbe01402466a742425a9
9_rn-79153a_000056-000093	9_5377e24e406b39535694f93a42d84061
9_rn-7938931a_000064-000097	9_4d9d853a3247aa5d4326cbd2f682c680
9_rn-7938931a_000188-000222	9_4e0bf909daacde10d84f21465cc69ed0
9_rn-7z29213a_000167-000205	9_5387e886a0d30c20c604eb99b7b35745
9_rn-9222a_000016-000054	9_53afa9ee7ee1af75e54f33d944afcd44
9_rn-94a_000014-000058	9_53d1511a8fe1ec05e3e8f504b437b23a
9_rn-95za_000018-000055	9_53e3ecdc28e9bdd80493885684c0fcdc
9_rn-98a_000020-000066	9_53e796c2485817527434997d57f8a8d7
9_rn-9a_000020-000082	9_5434d5020857c13812ee496e8e9a8484
9_rn-9b_000027-000093	9_546aa4f7d39440f3dc37d6205e2bde8e
9_rn-9z45191a_000020-000061	9_547dba6065c53d44c90788e0118b1655
9_rn-9z45191a_000234-000266	9_5480c713e14fcc6840bcaa5653ff98e7
9_rn-o8954o2a_000066-000126	9_54dcd3be1309f0c21f1d3fd25f7add0b
9_rn-o9oo5ooa_000040-000086	9_54dd97bd9532f9ee012ac66fbef646ce
9_rn-z9626a_000057-000105	8_bacbc55769cba7dfa2eb99142e73f2ba
9_rn-z972a_000062-000107	9_551124e5a9e6de23f46d408474d0acfa
9_rr-241oo95a_000182-000228	9_5516df327da8618f930527dfa5a22e63
9_rr-3239oa_000107-000150	9_55190a3c6fbc6a0cca7bf554493d276a
9_rr-439a_000080-000136	1_9f4a17cad93d8b276fdb1739dcf475c0
9_rr-469a_000083-000135	1_9f9ef3645ef0669f007c657433412e15
9_rr-561z199a_000197-000228	9_553ba97969b0f2b9fca817468233aaab
9_rr-561z199a_000227-000279	9_5542d79003331461fb6ec7e6f2dc85a1
9_rr-6zz3894a_000208-000244	9_558629223f8d6dcb4d6a0787e5bd9bcc
9_rr-7474298a_000224-000266	9_559f513e37a05d4e98da3cfa4bae033b
9_rr-7785913a_000174-000216	9_55b9aa8e559fa8c73959f3d0bf1edd27
9_rr-79o62a_000052-000090	9_4e4e06e9dc5d763cb37cc21aff977a3a
9_rr-8zz7691a_000197-000236	9_55c59ccc5344b58012af1180fb85c20e
9_rr-979386oa_000081-000117	1_9fbf1be5ef81f1f224b84c84ad55777f
9_rr-97z8332a_000018-000056	9_5605f922ce9256bee69eab3ee2e7ae5b
9_rr-99za_000009-000044	9_561587af0dd1432639a5961742bff354
9_rr-99za_000044-000081	9_5662168962f905500e91c3cd9311e4ef
9_rr-9a_000020-000072	1_a0a7efc9dbd501f765d886091c11a261
9_rr-9b_000017-000070	9_4e7306c7f695b5d962b36652cf6858cb
9_rr-o5893a_000102-000139	9_5669d794e0c3c6a1e4651286cd692bb8
9_rr-o92a_000041-000081	9_567dc8978ad79b646a0fc98ade79c5d3
9_rr-z49a_000100-000161	9_56b54553dc51a779b8479936d533dc11
9_rr-z9819a_000056-000098	9_56dbd9ccba76f6fe0c5bd323b7ec6552
9_rr-z9819a_000164-000214	1_a1642d836b4222badc4ecc3082c9e69c
9_rr-z9a_000062-000121	9_56ddec4897286ea403acda3a226b0c5c
9_sj-19a_000045-000094	1_a1854861f7b9cd33244326c664b46157
9_sj-249a_000067-000114	9_4eb2ae5180989b354386ee97402634da
9_sj-2oo3946a_000155-000191	9_573927e471c8de84d15b6cd56d3d9626
9_sj-33992a_000088-000120	9_5768d1a6e479ce0e5a3c203b0044637b
9_sj-33992a_000119-000155	9_577f4ad863205579a6e502559a9992c6
9_sj-349a_000087-000140	9_4edd9df0fae0b548ad13ceef23ecb218
9_sj-422z779a_000239-000285	9_57ad64d65c99d2078b52e2159e849b4a
9_sj-529a_000070-000126	9_57f13367c7bc7fd4b1156b0fefd4af75
9_sj-76561z9a_000280-000331	9_4f16b75950b1d81ef0219e49229ec490
9_sj-7o97132a_000097-000160	9_57f9e5357d688cc79767a94b4f589948
9_sj-8592o2oa_000080-000131	8_c2ef65a584ad6ea70367859e4d21d8fa
9_sj-89z9a_000041-000074	9_582e2700c0bb5aa64c8337c9bcacd845
9_sj-89z9a_000117-000174	9_589a9beda88d1507d9a747661d056da3
9_sj-8oo9a_000118-000176	9_58a5f04e561d93861a7d1669295519f9
9_sj-93a_000016-000055	9_4f76541f8065db9dd24f6b085c91b403
9_sj-94zz6a_000020-000056	9_58bd0817bca84ddfac646013bb970f39
9_sj-981883za_000020-000051	9_4f78330649fed3d5311634bd7f5f0c21
9_sj-9a_000018-000076	9_58bdd07164a193dff7ca68a0909d1c9b
9_sj-o173519a_000244-000295	9_58beb1c4282300abb1379839cca2abc1
9_sp-15911a_000105-000143	9_58ed1ba083f6528e20f9d28222e127e4
9_sp-21z9a_000123-000172	9_590961743337e7cbb0599b1137d35826
9_sp-279a_000091-000134	9_590e9c8dcc5c7e591c3026c960b49f4d
9_sp-29oa_000043-000083	8_c7ed3c7a92407e6d3682bb75d57cc328
9_sp-387o935a_000154-000200	9_59490d6eaf2917cdd4f067c61507b388
9_sp-39244a_000044-000082	9_59e2675b5822b8a0dc9c7d7b6ea5eebf
9_sp-5913a_000056-000094	9_5a9aac581300694384ac198d8ef3473f
9_sp-6943a_000066-000105	9_5abe0740ef7a005867f8738fdb06babe
9_sp-76629a_000177-000226	8_c92dc99d4ced22c698723780510ed1b7
9_sp-89z57a_000044-000079	9_5ad128b4fef35155292f5ab4207c1698
9_sp-95o8o84a_000019-000052	9_5aee9d64ea6c2404b60f95612a0172bf
9_sp-97325a_000020-000058	9_4fdbea504e9a9d624baf60d8f590aa39
9_sp-981a_000020-000060	9_5b92c18f6f31ef9bde6f28f3838b9a3c
9_sp-9993z84a_000020-000054	9_5c49ac5aa180028d28717c38baab38b1
9_sp-9993z84a_000053-000092	9_5c788eefe05d43176fdf19f5582d9f75
9_sp-9993z84a_000091-000138	9_5c7e11d23d843bdc47ddb2f0de7af8bc
9_sp-9a_000021-000064	1_a26f55aa258158307d4050d1b2ae3332
9_sp-9b_000019-000066	1_a2b5ea4cd0df7c090314925063a191fb
9_sp-9o6a_000048-000087	8_d0b5d452510c4a797d38164afa4e8195
9_sp-o468977a_000202-000240	9_5c895405b475e284d1ca2631ebbdf93c
o_ae-3o2oa_000046-000063	0_013a6b42290846e361e82075a2c732ea
o_ae-3o2oa_000085-000113	0_003ab40088ba78b2fdd9c4a1a6ed87b6
o_ae-4oo9a_000066-000091	8_a53c746a1ed78ce9cfbfd386f269ffbc
o_ae-4oo9a_000090-000102	0_250b3e3b751107a25eef06e817affb39
o_ae-52o82a_000077-000092	0_01c3a91c23e1c5ea721cf11f193a1c22
o_ae-72o3a_000075-000096	0_0060107a5b57cf0925676ec74f7d63fb
o_ae-7588oa_000127-000154	0_02819da7eb6af82aa123a940873665b9
o_ae-8o45647a_000041-000058	0_03449a3639a1af993cc70c489bec95a5
o_ae-95oa_000088-000121	0_25e7b2cd5f52d0b7bc3de17405d4d562
o_ae-9o37oa_000050-000065	0_0097ef884647bf198052535e4f2be923
o_ae-9o37oa_000125-000153	0_00e94e0d893954439fdbceb9d9ac2213
o_ae-o2a_000017-000041	0_0412923365273fdb34ed935d1d789d17
o_ae-o5o1oa_000017-000040	8_28b0fc5421fdb13d4362a12826c73958
o_ae-o5o1oa_000078-000097	0_2658b063ef9915fd95033598a07ea6ad
o_ae-o5o1oa_000127-000158	0_26941de72b8f432a2586bb448821ee51
o_ae-o6oa_000018-000040	1_19bab37f53d3d50b9c0985e8f157382f
o_ae-o6oa_000077-000104	0_0a8e44fa196453d668ff721ac4a01bdd
o_ae-o984a_000020-000061	0_09b45d8a88637a6e08751f891aa1db36
o_ae-oa_000026-000066	0_09c1be77cf11d4ab0fed92ea71c48cb7
o_ae-ob_000014-000055	0_09ef0693e2909af829481dd700b5fce0
o_ae-oo74a_000030-000056	5_906d2436cfb1e4077b4f884a4afad965
o_ae-oo74a_000055-000079	0_29f622fd6a420222988833d7fd5230af
o_ag-179o7a_000126-000148	5_90e5c3078e5146f5f143fdefcb94bb80
o_ag-1o2a_000044-000059	0_2a3da1381164c6d831865ecdbcbedba2
o_ag-213ooa_000117-000144	0_051e5969975d808b809719fb3cd39bf7
o_ag-213ooa_000143-000188	0_0a46f1aa54963b8c29627516072f3e6c
o_ag-24oa_000076-000111	0_2b92a4f94e0b4ba80b738872cce87902
o_ag-251o4a_000118-000141	0_0520e0208fc9519a6bb325fbec217ad2
o_ag-2oo1o83a_000045-000062	0_0160a48162a99fc3694090c91f017ee2
o_ag-2oo1o83a_000061-000101	0_0b24ddeb87744ad95e762ee8f600a638
o_ag-2oo1o83a_000134-000155	0_1022c98c3395d5f4083d6fdcf206b674
o_ag-398349oa_000190-000222	0_10382f57628054c4162521ccd201e313
o_ag-437ooa_000120-000146	0_0a5856fe360d632dc13ea76c03a19a34
o_ag-437ooa_000145-000192	0_0b902d0bb6707d40ecb10a1dd51659e3
o_ag-632o6a_000119-000140	0_01df853bec7a95384211857f26ee81c3
o_ag-67o4a_000111-000126	0_10a228c78cbc67d70d12194df8d630c1
o_ag-76o35a_000105-000132	0_0bf61f95e02353d445cb1ea5c7068a85
o_ag-81465o1a_000181-000197	0_2d4b5e33aac561e573650a19e1c3de9d
o_ag-824o958a_000123-000143	0_157d7c74c247a863a5c88d39a3596510
o_ag-8o53a_000052-000083	0_055a1fcef5e49e9588a52c1c34185acb
o_ag-o37a_000018-000043	0_0cb4b4c6cce1e564b66bbb1f5aa2aa0d
o_ag-o6169a_000028-000048	0_056c854447d7da9d07eaf06b8d485927
o_ag-o8448a_000018-000042	0_0dcccb15f34da0a709ede18a0735f1ea
o_ag-o97a_000038-000058	0_05701906d183c74a43bb8dc02de8fcdf
o_ag-oa_000018-000057	0_0571c9fc357d4ec9f224329d551253cd
o_ag-ob_000018-000059	0_0dd4d43a4599778249c31492abdb5d54
o_ag-ooa_000017-000039	0_0ddc3a618a97c4fa3f148070b758d483
o_ag-ooa_000038-000081	0_0f1a67326a301e24e17a1d5cb6940c12
o_ai-1532oa_000138-000178	0_0576cb12d422303781545d7f4276a7c7
o_ai-282o343a_000172-000201	0_05882efd4e346565bc16d8dbe5fb05b9
o_ai-425oo79a_000148-000177	0_05a861acef74fa449122149bca191b7f
o_ai-425oo79a_000176-000207	0_112142fb4a8b05201491e026a214b495
o_ai-47o6oa_000080-000102	0_049ad8e5479e82f9553161673e8af98a
o_ai-47o6oa_000136-000170	0_15ee14289fbfe2fe569675342694a733
o_ai-4o57a_000059-000086	0_17bc240db530a1948f48276654188056
o_ai-64o8a_000094-000118	0_1a29e82df365007f1fb560e861e66e14
o_ai-659o8a_000161-000185	0_05b147b9452961e1d29ffe2115ffa754
